"","JARAS_NEV","REGIO_NEV","MEGYE_NEV","VON_IDO","TYWM101","TYWM102","TYWM103","TYWM104","TYWM105","TYWM106","TYWM107","TYWM302","TYWM303","TYWM304","TYWM305","TYWM201","TYWM202","TYWM203","TYWM204","TYWM205","TYWM301","TYWM401","TYWM402","TYWM403","TYWM404","TYWM405","TYWM406","TYWF103","TYWW701","TYWW702","TYWW801","TYWW802","TYWW803","TYWW804","TYWW403","TYWW404","TYWW405","TYWW601","TYWW602","TYWW101","TYWW102","TYWW103","TYWW104","TYWW603","TYWW201","TYWW202","TYWW203","TYWW204","TYWW604","TYWW605","TYWW606","TYWW607","TYWW007","TYWW401","TYWW402","TYWW307","TYWW308","TYWW309","TYWW301","TYWW302","TYWW303","TYWW304","TYWW305","TYWW306","TYWX002","TYWG102","TYWJ111","TYWH301","TYWK001","TYWH204","TYWH203","TYWA002","TYWK002","TYWJ109","TYWK101","TYWH201","TYWH108","TYWH202","TYWA001","TYWB001","TYWH102","TYWH104","TYWH103","TYWP010","TYWP011","TYWH106","TYWB101","TYWB107","TYWP009","TYWH107","TYWL001","TYWJ107","TYWH105","TYWJ110","TYWH001","TYWL002","TYWP007","TYWG004","TYWG009","TYWP002","TYWP001","TYWG010","TYWG005","TYWG101","TYWP006","TYWC001","TYWF001","TYWL003","TYWG002","TYWB108","TYWL004","TYWL008","TYWG006","TYWQ001","TYWH003","TYWP005","TYWG007","TYWP004","TYWP003","TYWP008","TYWB201","TYWP012","TYWB301","TYWB305","TYWL005","TYWQ002","TYWH002","TYWQ003","TYWL007","TYWR001","TYWG008","TYWL006","TYWG001","TYWX001","TYWH101","TYWH004","TYWH005","TYWJ105","TYWJ106","TYWJ013","TYWJ012","TYWJ011","TYWR003","TYWA201","TYWA102","TYWA101","TYWZ006","TYWZ007","TYWZ008","TYWJ001","TYWJ002","TYWZ004","TYWZ005","TYWZ003","TYWZ009","TYWR002","TYWZ002","TYWZ001","TYWJ104","TYWO041","TYWO042","TYWO043","TYWO044","TYWO045","TYWO046","TYWO047","TYWO048","TYWO049","TYWO050","TYWO051","TYWO052","TYWO065","TYWO066","TYWO067","TYWO068","TYWO069","TYWO070","TYWO053","TYWO054","TYWO055","TYWO056","TYWO057","TYWO058","TYWO059","TYWO060","TYWO061","TYWO062","TYWO063","TYWO064","TYWO034","TYWO071","TYWO072","TYWO035","TYWO036","TYWO037","TYWO038","TYWO039","TYWO040","TYWO073","TYWO074","TYWO075","TYWO076","TYWJ101","TYWN005","TYWJ113","TYWE015","TYWE016","TYWE020","TYWE018","TYWE017","TYWE012","TYWE019","TYWE021","TYWE013","TYWE014","TYWI001","TYWI002","TYWI003","TYWI004","TYWI005","TYWL009","TYWL010"
"1322","Kisvárdai","Észak-Alföld","Szabolcs-Szatmár-Bereg",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.80527219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898.9530158,27.17703349,5.58929869,70.58025045,77.54010695,22.99597176,20.90738631,2408.04347826,34.03448587,69.56521739,8.66304348,246.18752411,5.90430622,225.2801378,105.88853838,10.90944977,1188.24548036,25.20259319,29.59627832,23.47454333,8.00621842,69.07655502,11.55540404,11.57458768,7.22891566,5.9138756,74.0272637,24.0714995,101.88038278,73.91304348,27.54259261,1509.02093071,16.67314419,0.53829522,29.96650718,71.39525845,46.16778662,64.33492823,293.10113865,1.7943174,0.58297707,-15.2337547,136.67960639,220.37693222,265,11.53732202,39.72194638,6650,90.9474213,498.62094797,68.17703349,2.64282938,6.30034586,96.65759813,28.06062962,4.508356,-0.64595426,2.44850369,5.02408871,1.66871518,163719.41861515,995.66712068,93.11004785,1996.84173866,199,301.45346213,5.69856459,136.15599892,377.35849057,1248.84490818,2494.24693561,24.93301435,77.63141273,287.85064091,29.60450604,3855.91766724,3855.91766724,1418.0734856,210.70687009,98.13160032,22.49164753,22.07141366,23.45679012,25.92592593,23.45679012,20743.57446809,5850,16.10076224,27.16049383,5.29898504,17.28395062,132.58102374,0.40761423,21.80736151,30.83360863,75.68830713,47.36428612,28.85091379,19.5447957,73.60234028,2.28996477,1.92265109,4.96983642,0.12681537,0.85237178,13.50318339,0.19172687,1.26064674,5.17537664,88.35826881,0.46362705,11.17810414,5.56252613,2.54111003,26.21616355,11.00139127,19.42853825,27.64593675,6.62328936,9.08468082,8.4328855,62.2868845,64.86558728,23.09237314,5.60601621,28.81877564,13.34111158,81.09636229,71.18122436,77.54197322,22.45802678,36.71329613,63.74559815,56.87544878,6.52257525,0.52522296,1.84662587,29.16134269,87.45098039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","Nyíradonyi","Észak-Alföld","Hajdú-Bihar",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.14562646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870.31612455,22.02873313,4.97468633,34.49487526,84.06504065,4.43285528,5.10675765,3278.55555556,35.04253228,55.55555556,9.25378788,202.03525288,NA,196.92849523,57.82624885,12.4959786,855.30187722,NA,NA,24.78793591,5.56079171,51.48454506,12.25892751,11.85961525,14.13760603,NA,44.05734233,21.5440404,102.03744014,55.55555556,22.2069456,1236.05208351,17.24787936,0.06772888,40.97518502,64.27898209,35.93017152,45.58989987,251.18384401,2.37051085,0.75400566,-3.79281735,104.04310841,301.78082192,256.91771876,12.64432835,33.89026333,2832,81.4308844,471.1296798,66.37353069,4.0527804,3.69094872,95.19321395,35.43826579,6.31479736,0.23705108,1.79076343,5.01193722,1.35457763,191930.72830176,794.22146424,88.64606008,1685.78100319,NA,266.44525028,13.43491511,121.02213034,389.22967431,1307.16740886,2457.37690929,22.27252939,68.73802965,427.07045735,55.64726414,2930.15216728,2930.15216728,1005.86301556,158.30142,98.86094992,22.97323985,22.71156315,28.57142857,21.42857143,32.14285714,15869.35714286,12738.5,14.40128764,17.85714286,2.96497099,17.85714286,187.10814383,0.42356728,17.78982591,27.72157021,41.58951098,40.27398859,27.65993322,27.65993322,61.20663339,3.02932955,NA,0.31805243,1.40326651,4.77622055,15.83717314,5.52835861,NA,2.4816081,77.08863754,1.49228923,21.41907324,10.68760059,7.90096582,13.45913186,11.20423601,13.00139208,20.56816311,10.54847263,31.21860431,27.46822273,47.92187098,87.45474945,9.82414418,0.23949828,13.49365413,9.47444633,79.83795308,86.50634587,86.68846684,13.31153316,20.04561415,74.66336787,79.09100934,5.9539735,5.26105072,0.61388914,35.14727106,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","Csornai","Nyugat-Dunántúl","Győr-Moson-Sopron",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.77723153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779.2964855,30.0804971,3.9210272,45.26613543,70.62015504,283.46756255,15.80990075,986.21212121,27.99201106,9.09090909,10.15450644,304.90435209,2.16777291,289.09445135,56.13336093,9.29633209,1195.47932456,26.71009772,20.54320988,19.27216812,8.55971297,53.1069058,14.84958657,15.30188969,16.35058944,2.85976557,104.47073283,27.48194807,101.46165796,30.3030303,35.28218817,1509.5034286,9.37980523,1.13519567,33.63225533,68.06765761,59.85856076,61.54497952,290.1024373,3.37490604,0.6150692,0.95110988,137.34828699,157.68495935,229.80511227,14.39862754,101.39806422,8925,93.10851289,537.25834266,66.47366191,3.7929267,7.45660778,95.48949257,31.88108662,7.68836494,-5.55325448,2.61404408,5.15440195,1.16587663,149589.79874021,1255.32559828,98.16410112,2336.53998198,NA,385.92717775,4.82276515,98.63266247,435.15132893,1190.42140304,2733.94112325,31.6904392,82.05863607,48.06557377,0.53854375,3906.59087417,3906.59087417,1276.69380857,269.04286373,145.79656294,19.607486,28.58704066,38.70967742,29.03225806,16.12903226,17933.35714286,8802,10.3482408,16.12903226,6.29892918,6.4516129,258.53433707,0.89984703,17.54701701,4.66635558,12.8376742,56.79830536,28.94167667,29.32766212,45.95690754,9.05930553,NA,32.13736709,1.46481057,NA,11.10469204,NA,NA,NA,29.02719894,NA,70.97280106,51.94750262,0.27691723,23.59691346,17.43081694,23.377852,24.04647298,NA,11.54794461,17.10041676,91.91196504,99.33129493,0.66870507,NA,25.09754752,35.60366779,12.4488296,74.90245248,75.35016196,24.64983804,85.4355665,79.39274986,71.65723147,7.06832699,43.39031454,8.10788083,5.98950187,94.56521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","Kunszentmártoni","Észak-Alföld","Jász-Nagykun-Szolnok",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.65435606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514.4177856,29.31195881,4.4053122,75.52776284,82.34859675,177.49211241,2.91437376,3072,32.99597538,100,9.60594796,286.70041823,0.88345425,283.78604446,58.61680168,9.18629393,1163.97751994,10.59602649,7.1589404,25.66718995,9.49764521,64.54481629,16.81708122,17.67676768,11.85243328,0.88345425,47.34848485,28.59552557,112.30400187,100,27.95597623,1476.26384915,11.14599686,0.11739673,44.14930962,67.11145997,37.39085773,45.76410016,251.03270727,1.17396728,0.94191523,-8.36451684,125.47348485,127.75149105,197.70652937,15.99724779,44.38920455,25037,79.52483763,486.54439493,60.44348233,4.08163265,3.28359256,94.89795918,32.57456829,8.39874411,-7.63078729,2.1978022,4.46107565,1.76095091,287494.08143939,933.215004,95.36040253,1918.04697317,220,279.94791667,10.08659022,120.44270833,505.80018939,2121.94585076,1930.39854129,34.9169202,63.28138612,278.2447684,35.73450668,3576.58617424,3576.58617424,1254.73484848,225.20123106,150.18050542,21.39384853,32.12938985,26.31578947,22.80701754,28.07017544,15139.0625,6261.5,19.47166872,22.80701754,7.13961186,8.77192982,239.2874053,1.29811125,27.90939183,32.98045603,30.19249115,36.4997304,7.98569997,7.98569997,2.90148258,32.15031622,1.16870102,10.98833172,6.00191862,3.09842911,10.17164585,1.28095519,NA,0.42560251,85.81918115,0.43617233,13.74464652,15.03269286,32.23821967,39.88715713,31.53338658,10.4960992,8.34641181,6.44170343,3.29524184,30.94174423,64.80410377,86.84712962,12.72726786,NA,20.84381953,3.75081448,81.21649267,79.15618047,82.84357602,17.15642398,73.27066366,62.15616307,42.13893025,11.38115441,NA,NA,3.24961768,98.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","Hegyháti","Dél-Dunántúl","Baranya",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.43759003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.81928217,21.59090909,5.58123897,37.34530938,82.17821782,63.47818778,18.1138102,472.04,35.16651131,12,8.66666667,235.36185593,NA,217.24804573,32.7151253,8.57358998,928.26229508,NA,NA,22.01680672,9.91596639,28.88257576,17.14717996,18.43863656,10.25210084,NA,220.32031184,28.22642149,101.36363636,28,24.50281584,3496.67983525,17.64705882,0,27.8030303,57.4789916,50.01260822,66.74242424,297.4062855,0,1.34453782,-8.82575439,109.3127701,89.60576923,223.50378788,15.87168992,211.84645369,1425,88.43411587,465.79675761,44.16666667,4.03361345,4.30613547,94.62184874,41.00840336,9.57983193,-8.57358998,1.8487395,4.87517862,1.59704127,189144.98771291,797.06619217,92.51893939,1711.18879457,NA,311.58376409,5.45454545,166.85026693,447.41971019,1361.68782046,2342.11509716,48.35227273,71.05917667,335.12064343,107.51082535,3536.141005,3536.141005,871.96000339,221.16769765,133.60655738,21.86659839,29.21520932,16.66666667,22.22222222,38.88888889,11120.375,7743,17.5213176,22.22222222,10.51279056,22.22222222,235.65799509,0,28.03410816,47.33405876,35.9341993,35.9341993,69.85953065,NA,34.72176494,40.00336454,1.21243436,NA,20.9610555,NA,1.92379327,NA,NA,NA,96.44488771,NA,3.55511229,NA,1.17758739,47.28037394,13.93037815,34.30288028,NA,3.52026532,0.96610231,1.92379327,22.33763113,5.44405859,33.59152137,60.96442004,27.99677966,36.26800928,63.73199072,72.00322034,100,NA,1.92379327,66.40847863,61.92211101,NA,NA,NA,32.37908701,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","Putnoki","Észak-Magyarország","Borsod-Abaúj-Zemplén",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.75725978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015.93868881,25.68134172,5.3758365,38.16460064,75.54216867,71.19095882,19.39299697,686.07692308,35.14968046,3.84615385,11.5530303,233.79890595,5.45073375,214.40590898,45.59233227,11.16263571,1058.84773663,25.96153846,33.59955752,21.77121771,6.27306273,47.75943396,15.27226279,15.9157268,7.19557196,5.92243187,179.39230855,27.23960085,106.85272537,23.07692308,19.37689168,2910.06025602,19.74169742,0.0555355,41.64046122,66.23616236,30.10024158,48.27044025,262.64412998,0,0.18450185,-13.32852026,79.04473596,154.68320611,233.72641509,14.66623531,145.7562507,4731,81.81708595,494.38437027,48.32285115,2.95202952,2.72255705,96.86346863,32.65682657,6.82656827,-4.10962708,0.73800738,4.9426596,1.94374254,717916.80681691,863.1007679,73.59800839,1745.8091716,NA,247.84168629,10.08909853,195.20125575,427.8506559,2471.32979757,1932.92458614,25.27515723,57.60032538,450.74769939,34.25546625,3332.77273237,3332.77273237,786.52315282,206.41327503,103.50140056,23.74854482,24.5800765,40.74074074,11.11111111,37.03703704,18244.875,0,24.48332973,11.11111111,4.3205876,22.22222222,161.5091378,0,28.80391733,38.75720692,NA,NA,22.92462445,22.92462445,14.09071951,9.66916615,NA,53.07004252,NA,3.66600754,NA,NA,NA,NA,87.0653036,NA,12.9346964,3.10559938,19.50406428,82.90089987,NA,3.50787702,NA,9.42601922,4.16520388,NA,74.0885991,14.95318596,73.11551129,11.93130274,18.26872586,55.9191924,40.97520822,81.73127414,100,NA,81.14886173,86.11462012,26.03022383,NA,NA,3.10559938,53.07004252,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","Dombóvári","Dél-Dunántúl","Tolna",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.03294644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1403.6920365,31.18355776,6.68875577,44.80079368,81.91985089,200.45701601,41.07921067,1900.8125,28.90211423,25,8.19548872,332.33877944,12.9340893,291.25956877,59.74814349,9.49940425,1203.63384669,24.2739726,25.98392596,18.39207048,14.04185022,40.95676825,18.18270847,17.97273103,10.24229075,14.54996456,85.48975767,31.31884392,117.1934798,56.25,32.11582092,2389.54086213,7.37885463,0.130576,33.89085755,67.07048458,59.28150554,60.57406095,289.96669737,0.65288002,0.77092511,-4.86395613,143.68855424,76.20218579,215.54216867,18.37197033,52.60908164,2118,81.85198044,469.03131736,63.89085755,3.85462555,6.34162739,95.31938326,32.76431718,12.05947137,-8.68330423,2.09251101,4.89660013,1.82806405,152082.99082629,969.32842019,93.6995039,2066.66033655,NA,337.15845198,5.5350815,106.63203235,463.94633874,2040.25005305,2040.21528786,29.80864635,73.05934554,204.06470344,19.0625481,3816.13125966,3816.13125966,1212.63933186,271.69302601,153.76422174,20.72754641,31.87155043,37.25490196,23.52941176,19.60784314,12555.13333333,9943.14285714,15.57928335,19.60784314,8.73959798,3.92156863,272.9424917,0.37998252,24.69886385,23.74606252,71.07919455,79.4725175,57.24999742,5.29276516,13.82919713,48.60509955,NA,5.29276516,32.27293817,NA,NA,NA,NA,19.53376156,86.17080287,NA,13.82919713,36.68704698,NA,56.60250131,24.2755364,1.39871532,13.82919713,3.89404984,NA,NA,52.42408933,52.91383559,23.25170896,4.30069389,55.29266205,24.65867263,38.65428038,44.70733795,97.45806225,2.54193775,22.8887812,71.31324171,74.94664343,13.82919713,8.54653621,3.89404984,3.89404984,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","Bicskei","Közép-Dunántúl","Fejér",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.60698787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398.42642275,28.16901408,2.96366315,43.26260268,86.61311914,30.76260113,26.55064083,2396.53333333,35.9964393,26.66666667,8.4030303,252.10319998,NA,225.55255915,62.16688284,8.89654981,1562.61445119,NA,NA,15.6462585,14.67444121,68.27596596,12.34396286,12.3197536,14.09135083,NA,83.45387782,23.14454212,129.08789636,33.33333333,32.40651672,2204.67624899,7.82312925,1.69590481,33.43375763,56.85131195,57.21593594,58.8536567,290.48982668,2.50215463,0.77745384,3.3640079,89.29564927,194.02395965,270.75393538,12.36783259,47.29053077,2759,86.19608139,495.51915527,78.20290728,2.9154519,11.18460979,96.16132167,42.27405248,8.55199223,-3.44741305,2.28377065,5.19892129,1.27887903,187442.97318349,1286.49175579,99.6234089,2596.25030051,100,368.9217759,7.71258567,131.99621676,369.33904529,2112.93057911,2493.26098372,21.42050162,87.56043533,87.86545112,5.02494236,2629.63169022,2629.63169022,801.99176588,249.58273061,105.52147239,22.56698428,23.81301409,28.37837838,22.97297297,24.32432432,14279.4375,7758.25,25.27458812,24.32432432,6.55267099,4.05405405,221.09714031,1.56015976,33.38741887,11.79577465,30.72203783,42.54057436,52.29702879,4.25693719,9.72725307,17.5501114,2.34471399,12.32707513,26.37942261,8.68731182,1.09219305,16.73017445,NA,4.80679261,90.90390018,NA,9.09609982,26.91039034,5.16174448,28.08419187,8.00831804,41.72784455,8.08303003,0.42146263,13.67515287,0.68082663,42.31606559,26.01794703,45.40656372,23.76869664,35.69378707,17.79785699,55.29175267,64.30621293,79.94497097,20.05502903,73.24279254,56.02722312,57.76172186,3.4304144,NA,5.09924114,21.97268865,104.9382716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","Szigetvári","Dél-Dunántúl","Baranya",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.64480874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1294.57793072,30.90356127,6.77605031,38.03809611,83.51528384,76.14248551,17.03025461,540.86666667,31.43103661,4.44444444,8.99512195,240.6030439,8.58432257,223.57278928,37.05919971,9.95514042,1099.63617464,33.71428571,28.71158392,19.50596252,10.1362862,18.87569901,14.42061492,14.74988411,13.20272572,8.2998136,254.73519865,28.08250134,117.80633768,4.44444444,26.47780577,3908.31438579,12.86201022,0.53257953,30.93299323,62.09540034,48.09602819,61.39507505,289.40657185,2.0483828,0.76660988,-2.41709171,124.49155676,135.11949686,238.78151673,14.10920686,184.88845063,28915,85.04443355,510.52218296,38.25174139,3.1516184,5.60716228,95.99659284,37.30834753,7.49574106,-4.46547451,2.29982964,5.48966591,1.84354452,204005.91643042,873.4773459,92.97557147,1710.94885796,150,314.43362505,7.67193172,208.38982703,418.79288385,2048.38280178,2271.4023984,54.72383008,90.44113875,318.89049919,71.95440338,2953.6957147,2953.6957147,1014.01043593,199.30974978,123.63847045,20.77140622,25.68144894,27.27272727,39.39393939,24.24242424,13229.53333333,11380.5,14.20997978,9.09090909,8.19806526,3.03030303,227.78257118,2.73268842,25.14073345,22.26720648,27.28596001,36.22059772,16.25005375,11.50677274,44.34809718,NA,NA,29.90195657,2.41754461,3.02988605,17.4515158,NA,NA,22.18469146,70.19845195,NA,29.80154805,16.1057837,2.85099978,22.30337562,NA,52.06901742,21.4601161,1.76521178,2.40227908,10.58482047,65.07460761,35.66458826,37.67469361,4.47602666,52.14405504,4.76800688,79.12620942,47.85594496,67.81079338,32.18920662,59.885831,66.30875081,31.28746506,27.28596001,NA,NA,51.61449151,101.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","Fonyódi","Dél-Dunántúl","Somogy",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.74176608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416.51187726,34.38119853,3.37667437,63.22880516,78.29457364,334.28472191,189.51358371,1568.71428571,27.59311538,47.61904762,8.29770992,549.12336339,NA,359.60977967,51.03960089,7.70171703,940.19124678,NA,NA,19.13606911,10.23758099,81.71545351,14.28593002,13.8792941,11.61987041,NA,115.35075737,27.35634277,188.25509407,47.61904762,39.22348571,3346.4715565,8.2937365,10.84280947,26.70553585,62.37580994,69.91950951,68.66021518,324.80610761,41.07582416,0.30237581,0.27182531,175.45457305,120.96028881,198.01045862,14.66267128,66.78201742,8527,86.5568953,475.13025653,81.01220172,3.36933045,14.12382366,96.28509719,37.10583153,6.26349892,-6.58421299,3.19654428,4.16798804,1.32892372,221564.52053547,876.29419469,94.16361123,1844.32412512,NA,406.64177519,4.63424896,149.07567617,505.02382904,2325.6165149,1474.5210728,13.15140951,78.66894198,196.45051195,26.96896355,3454.45162857,3454.45162857,1080.9580184,255.50192757,182.18039599,19.11771578,34.82873031,45.09803922,19.60784314,13.7254902,10537.78378378,8045.42857143,19.66392563,21.56862745,6.43546657,5.88235294,232.1889324,0.71505184,26.81444405,18.08232215,55.21152025,28.88352942,27.34822065,4.13152704,0.44388951,3.50989901,1.05057836,56.99771842,20.50437434,NA,2.53572269,11.57760194,1.6556282,1.51748118,95.95290883,NA,4.04709117,16.80879702,3.38021573,19.33854135,14.10426977,18.82121883,13.71384959,5.31162747,28.71049298,NA,75.40382445,20.04171683,59.60279002,17.18238376,14.70076183,9.78416257,73.40704041,85.29923817,81.01887024,18.98112976,66.61763072,82.06525704,74.56872213,7.4479423,4.89079157,9.02931799,19.94794398,92.45283019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","Nagyatádi","Dél-Dunántúl","Somogy",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.75111471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940.96831269,27.61396611,5.14315586,27.58650532,92.45283019,40.75920862,22.14894644,1370.55555556,33.76570734,22.22222222,7.66806723,255.15521956,2.16231396,233.00627312,38.1257051,9.57053241,879.342723,39.39393939,27.60504202,20.74468085,10.46099291,57.82083684,16.52726395,15.52990556,8.95390071,2.22783862,85.12363194,29.37576003,109.8567818,22.22222222,28.09031687,1483.83464694,15.5141844,0.92488338,31.62033137,58.42198582,45.35949815,61.06898811,285.46544297,2.41273926,0.53191489,-9.12819688,122.82124037,194.77777778,230.92764205,17.44432866,72.96311309,8905,82.12942499,474.46079576,83.64691566,3.63475177,5.67743392,95.56737589,41.57801418,7.89007092,-6.95673154,1.68439716,4.10165675,1.64870516,204718.28131334,905.29319474,97.46325938,1908.04636088,320,313.33603567,7.31068052,112.60640454,433.03607621,1576.32298536,1792.26312202,13.81634372,62.14189794,336.01544899,71.14855571,3773.40899878,3773.40899878,1225.78029996,234.29266315,137.51795461,21.22302158,29.18546519,43.33333333,26.66666667,20,15529.46153846,9154.5,15.56581746,10,7.78290873,3.33333333,162.58613701,0,23.3487262,22.98532263,82.12822775,87.86162105,77.35940666,12.31338537,85.20002694,0.91019967,1.46581389,2.12851042,5.62988594,2.59009505,2.07546809,NA,5.62988594,10.53655057,80.58567708,NA,19.41432292,2.90893098,NA,7.60641929,NA,9.30285921,12.92037914,1.64023834,68.53010401,NA,42.49455235,59.44315534,22.19829683,2.19211133,10.39870703,8.62370127,88.46736775,89.60129297,88.10313823,11.89686177,93.46490269,90.21884532,82.51540348,1.66185434,2.08361566,1.38616726,0.83346289,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
